#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APTX	PARP2	9606.ENSP00000369145	9606.ENSP00000250416	0	0	0	0	0.105	0	0	0.755	0.772
APTX	XRCC1	9606.ENSP00000369145	9606.ENSP00000262887	0	0	0	0	0.049	0.784	0	0.999	0.999
APTX	LIG1	9606.ENSP00000369145	9606.ENSP00000263274	0	0	0	0	0.087	0	0	0.689	0.704
APTX	POLB	9606.ENSP00000369145	9606.ENSP00000265421	0	0	0	0	0.115	0.413	0	0.823	0.900
APTX	WRN	9606.ENSP00000369145	9606.ENSP00000298139	0	0	0	0	0.074	0	0	0.752	0.761
APTX	FEN1	9606.ENSP00000369145	9606.ENSP00000305480	0	0	0	0	0.080	0.088	0	0.709	0.734
APTX	OGG1	9606.ENSP00000369145	9606.ENSP00000306561	0	0	0	0	0.060	0.088	0	0.855	0.865
APTX	PRKDC	9606.ENSP00000369145	9606.ENSP00000313420	0	0	0	0	0.109	0	0	0.713	0.733
APTX	PNKP	9606.ENSP00000369145	9606.ENSP00000323511	0	0	0	0.607	0.049	0.079	0	0.747	0.759
APTX	TDP1	9606.ENSP00000369145	9606.ENSP00000337353	0	0	0	0	0.095	0.591	0	0.912	0.964
APTX	NHEJ1	9606.ENSP00000369145	9606.ENSP00000349313	0	0	0	0	0.128	0	0	0.787	0.806
APTX	XRCC6	9606.ENSP00000369145	9606.ENSP00000352257	0	0	0	0	0.042	0	0	0.713	0.714
APTX	PARP1	9606.ENSP00000369145	9606.ENSP00000355759	0	0	0	0	0.105	0.613	0	0.781	0.917
APTX	LIG3	9606.ENSP00000369145	9606.ENSP00000367787	0	0	0	0	0.114	0.362	0	0.959	0.975
APTX	XRCC5	9606.ENSP00000369145	9606.ENSP00000375978	0	0	0	0	0.049	0	0	0.801	0.802
APTX	LIG4	9606.ENSP00000369145	9606.ENSP00000484288	0	0	0	0	0.087	0.432	0	0.691	0.826
APTX	XRCC4	9606.ENSP00000369145	9606.ENSP00000421491	0	0	0	0	0.056	0.742	0	0.994	0.998
ATM	ERCC1	9606.ENSP00000278616	9606.ENSP00000013807	0	0	0	0	0	0	0.900	0.769	0.975
ATM	DMC1	9606.ENSP00000278616	9606.ENSP00000216024	0	0	0	0	0.042	0.134	0.800	0.289	0.866
ATM	RPA3	9606.ENSP00000278616	9606.ENSP00000223129	0	0	0	0	0.042	0	0.500	0.462	0.720
ATM	MLH1	9606.ENSP00000278616	9606.ENSP00000231790	0	0	0	0	0.055	0.287	0.540	0.991	0.997
ATM	MSH2	9606.ENSP00000278616	9606.ENSP00000233146	0	0	0	0	0.066	0.324	0.900	0.994	0.999
ATM	MSH6	9606.ENSP00000278616	9606.ENSP00000234420	0	0	0	0	0.073	0.324	0.900	0.993	0.999
ATM	RIF1	9606.ENSP00000278616	9606.ENSP00000243326	0	0	0	0	0.500	0.054	0.500	0.342	0.823
ATM	SLX1A	9606.ENSP00000278616	9606.ENSP00000251303	0	0	0	0	0	0	0.500	0.473	0.725
ATM	RPA1	9606.ENSP00000278616	9606.ENSP00000254719	0	0	0	0	0.047	0.660	0.500	0.611	0.928
ATM	DDB2	9606.ENSP00000278616	9606.ENSP00000256996	0	0	0	0	0.049	0	0	0.710	0.712
ATM	HUS1	9606.ENSP00000278616	9606.ENSP00000258774	0	0	0	0	0.049	0.108	0.500	0.852	0.928
ATM	BRIP1	9606.ENSP00000278616	9606.ENSP00000259008	0	0	0	0	0.042	0	0.800	0.678	0.933
ATM	TOPBP1	9606.ENSP00000278616	9606.ENSP00000260810	0	0	0	0	0.096	0.534	0.500	0.810	0.954
ATM	BARD1	9606.ENSP00000278616	9606.ENSP00000260947	0	0	0	0	0.044	0.070	0.500	0.892	0.946
ATM	PALB2	9606.ENSP00000278616	9606.ENSP00000261584	0	0	0	0	0	0	0.540	0.886	0.945
ATM	XRCC1	9606.ENSP00000278616	9606.ENSP00000262887	0	0	0	0	0.042	0	0.360	0.753	0.835
ATM	MSH4	9606.ENSP00000278616	9606.ENSP00000263187	0	0	0	0	0.055	0.091	0.500	0.508	0.760
ATM	ERCC8	9606.ENSP00000278616	9606.ENSP00000265038	0	0	0	0	0.042	0	0.900	0.378	0.935
ATM	MSH3	9606.ENSP00000278616	9606.ENSP00000265081	0	0	0	0	0.090	0.091	0.720	0.765	0.938
ATM	NBN	9606.ENSP00000278616	9606.ENSP00000265433	0	0	0	0	0.049	0.989	0.900	0.935	0.999
ATM	PMS2	9606.ENSP00000278616	9606.ENSP00000265849	0	0	0	0	0.062	0	0.540	0.757	0.886
ATM	FANCM	9606.ENSP00000278616	9606.ENSP00000267430	0	0	0	0	0.044	0	0	0.744	0.745
ATM	TP53	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0.103	0.928	0.900	0.975	0.999
ATM	MSH5	9606.ENSP00000278616	9606.ENSP00000364855	0	0	0	0	0.055	0.091	0.500	0.395	0.705
ATM	RMI1	9606.ENSP00000278616	9606.ENSP00000317039	0	0	0	0	0.042	0	0.500	0.470	0.724
ATM	EME1	9606.ENSP00000278616	9606.ENSP00000376952	0	0	0	0	0.050	0	0.500	0.470	0.726
ATM	FANCA	9606.ENSP00000278616	9606.ENSP00000373952	0	0	0	0	0	0	0	0.737	0.737
ATM	GEN1	9606.ENSP00000278616	9606.ENSP00000370653	0	0	0	0	0.049	0.176	0.400	0.517	0.742
ATM	FEN1	9606.ENSP00000278616	9606.ENSP00000305480	0	0	0	0	0.042	0.334	0	0.643	0.753
ATM	RAD54L	9606.ENSP00000278616	9606.ENSP00000361043	0	0	0	0	0.074	0.053	0	0.744	0.756
ATM	TDP1	9606.ENSP00000278616	9606.ENSP00000337353	0	0	0	0	0.049	0.423	0	0.610	0.767
ATM	MLH3	9606.ENSP00000278616	9606.ENSP00000348020	0	0	0	0	0.086	0	0.540	0.499	0.771
ATM	FANCC	9606.ENSP00000278616	9606.ENSP00000289081	0	0	0	0	0	0	0	0.775	0.775
ATM	NABP2	9606.ENSP00000278616	9606.ENSP00000369545	0	0	0	0	0	0.292	0	0.697	0.776
ATM	POLE	9606.ENSP00000278616	9606.ENSP00000322570	0	0	0	0	0.093	0	0.400	0.653	0.794
ATM	SLX4	9606.ENSP00000278616	9606.ENSP00000294008	0	0	0	0	0	0	0.500	0.619	0.801
ATM	FANCG	9606.ENSP00000278616	9606.ENSP00000367910	0	0	0	0	0	0	0	0.806	0.806
ATM	XRCC2	9606.ENSP00000278616	9606.ENSP00000352271	0	0	0	0	0.062	0	0.500	0.644	0.818
ATM	UBE2N	9606.ENSP00000278616	9606.ENSP00000316176	0	0	0	0	0.061	0	0.500	0.685	0.839
ATM	MUS81	9606.ENSP00000278616	9606.ENSP00000307853	0	0	0	0	0	0	0.500	0.711	0.849
ATM	RECQL4	9606.ENSP00000278616	9606.ENSP00000482313	0	0	0	0	0.106	0.300	0	0.792	0.858
ATM	RAD1	9606.ENSP00000278616	9606.ENSP00000371469	0	0	0	0	0.049	0.521	0.500	0.467	0.862
ATM	ERCC3	9606.ENSP00000278616	9606.ENSP00000285398	0	0	0	0	0.106	0	0.540	0.694	0.863
ATM	PMS1	9606.ENSP00000278616	9606.ENSP00000406490	0	0	0	0	0.111	0	0.540	0.692	0.863
ATM	RAD51B	9606.ENSP00000278616	9606.ENSP00000419881	0	0	0	0	0.042	0.199	0.500	0.691	0.865
ATM	PARP1	9606.ENSP00000278616	9606.ENSP00000355759	0	0	0	0	0.056	0.292	0	0.828	0.875
ATM	TOP3A	9606.ENSP00000278616	9606.ENSP00000321636	0	0	0	0	0	0	0.800	0.460	0.887
ATM	ATRX	9606.ENSP00000278616	9606.ENSP00000362441	0	0	0	0	0.251	0.053	0	0.866	0.897
ATM	SPO11	9606.ENSP00000278616	9606.ENSP00000360310	0	0	0	0	0	0.088	0.500	0.809	0.905
ATM	RNF168	9606.ENSP00000278616	9606.ENSP00000320898	0	0	0	0	0	0	0.500	0.821	0.906
ATM	SWSAP1	9606.ENSP00000278616	9606.ENSP00000310008	0	0	0	0	0	0	0.900	0.108	0.906
ATM	XPA	9606.ENSP00000278616	9606.ENSP00000364270	0	0	0	0	0	0.292	0.540	0.740	0.908
ATM	ZSWIM7	9606.ENSP00000278616	9606.ENSP00000382218	0	0	0	0	0	0	0.900	0.162	0.912
ATM	ERCC2	9606.ENSP00000278616	9606.ENSP00000375809	0	0	0	0	0.049	0	0.500	0.834	0.914
ATM	XRCC3	9606.ENSP00000278616	9606.ENSP00000451974	0	0	0	0	0	0.134	0.500	0.826	0.918
ATM	RAD51C	9606.ENSP00000278616	9606.ENSP00000336701	0	0	0	0	0	0.134	0.500	0.832	0.921
ATM	CETN2	9606.ENSP00000278616	9606.ENSP00000359300	0	0	0	0	0.042	0	0.900	0.288	0.925
ATM	RNF8	9606.ENSP00000278616	9606.ENSP00000362578	0	0	0	0	0	0.191	0.500	0.833	0.926
ATM	RAD51D	9606.ENSP00000278616	9606.ENSP00000466399	0	0	0	0	0.092	0.199	0.500	0.830	0.930
ATM	RAD52	9606.ENSP00000278616	9606.ENSP00000351284	0	0	0	0	0.053	0.463	0.500	0.791	0.940
ATM	RAD23B	9606.ENSP00000278616	9606.ENSP00000350708	0	0	0	0	0.066	0	0.900	0.425	0.941
ATM	FANCI	9606.ENSP00000278616	9606.ENSP00000310842	0	0	0	0	0.042	0.300	0.540	0.847	0.946
ATM	RPA2	9606.ENSP00000278616	9606.ENSP00000363017	0	0	0	0	0.069	0.536	0.500	0.796	0.950
ATM	DNA2	9606.ENSP00000278616	9606.ENSP00000351185	0	0	0	0	0.048	0.480	0.500	0.824	0.950
ATM	WRN	9606.ENSP00000278616	9606.ENSP00000298139	0	0	0	0	0.144	0.271	0.500	0.873	0.955
ATM	DCLRE1C	9606.ENSP00000278616	9606.ENSP00000367527	0	0	0	0	0.096	0.292	0.900	0.400	0.956
ATM	POLD1	9606.ENSP00000278616	9606.ENSP00000472445	0	0	0	0	0.057	0	0.900	0.613	0.960
ATM	RAD9A	9606.ENSP00000278616	9606.ENSP00000311360	0	0	0	0	0	0.473	0.500	0.865	0.961
ATM	XPC	9606.ENSP00000278616	9606.ENSP00000285021	0	0	0	0	0.067	0.469	0.900	0.341	0.962
ATM	PAXIP1	9606.ENSP00000278616	9606.ENSP00000384048	0	0	0	0	0.067	0.309	0.500	0.899	0.963
ATM	EXO1	9606.ENSP00000278616	9606.ENSP00000355506	0	0	0	0	0.042	0.492	0.500	0.867	0.963
ATM	ERCC4	9606.ENSP00000278616	9606.ENSP00000310520	0	0	0	0	0.060	0	0.900	0.664	0.965
ATM	PRKDC	9606.ENSP00000278616	9606.ENSP00000313420	0	0	0	0.548	0.158	0.413	0.900	0.489	0.971
ATM	RBBP8	9606.ENSP00000278616	9606.ENSP00000382628	0	0	0	0	0	0.646	0.500	0.860	0.973
ATM	ERCC5	9606.ENSP00000278616	9606.ENSP00000498881	0	0	0	0	0.098	0.176	0.900	0.706	0.975
ATM	XRCC4	9606.ENSP00000278616	9606.ENSP00000421491	0	0	0	0	0.042	0	0.900	0.813	0.980
ATM	NHEJ1	9606.ENSP00000278616	9606.ENSP00000349313	0	0	0	0	0	0.292	0.900	0.775	0.982
ATM	RAD17	9606.ENSP00000278616	9606.ENSP00000426191	0	0	0	0	0.076	0.644	0.500	0.912	0.983
ATM	LIG4	9606.ENSP00000278616	9606.ENSP00000484288	0	0	0	0	0.042	0.142	0.900	0.867	0.987
ATM	FANCD2	9606.ENSP00000278616	9606.ENSP00000287647	0	0	0	0	0.044	0.321	0.540	0.967	0.989
ATM	RAD50	9606.ENSP00000278616	9606.ENSP00000368100	0	0	0	0	0.105	0.730	0.900	0.635	0.990
ATM	BLM	9606.ENSP00000278616	9606.ENSP00000347232	0	0	0	0	0.108	0.726	0.800	0.846	0.991
ATM	BRCA2	9606.ENSP00000278616	9606.ENSP00000369497	0	0	0	0	0.048	0.313	0.800	0.971	0.995
ATM	RAD51	9606.ENSP00000278616	9606.ENSP00000493712	0	0	0	0	0	0.485	0.800	0.958	0.995
ATM	XRCC6	9606.ENSP00000278616	9606.ENSP00000352257	0	0	0	0	0.042	0.623	0.900	0.930	0.997
ATM	H2AX	9606.ENSP00000278616	9606.ENSP00000434024	0	0	0	0	0	0.876	0.500	0.984	0.998
ATM	CHEK1	9606.ENSP00000278616	9606.ENSP00000391090	0	0	0	0	0.050	0.449	0.900	0.974	0.998
ATM	XRCC5	9606.ENSP00000278616	9606.ENSP00000375978	0	0	0	0	0.060	0.587	0.900	0.964	0.998
ATM	ATRIP	9606.ENSP00000278616	9606.ENSP00000323099	0	0	0	0	0.042	0.292	0.500	0.995	0.998
ATM	BRCA1	9606.ENSP00000278616	9606.ENSP00000418960	0	0	0	0	0.042	0.847	0.900	0.999	0.999
ATM	CHEK2	9606.ENSP00000278616	9606.ENSP00000372023	0	0	0	0	0.044	0.836	0.500	0.999	0.999
ATM	MDC1	9606.ENSP00000278616	9606.ENSP00000365588	0	0	0	0	0.073	0.876	0.500	0.996	0.999
ATM	MRE11	9606.ENSP00000278616	9606.ENSP00000325863	0	0	0	0	0.236	0.907	0.900	0.941	0.999
ATM	ATR	9606.ENSP00000278616	9606.ENSP00000343741	0	0	0	0.564	0.213	0.974	0.900	0.745	0.999
ATM	TP53BP1	9606.ENSP00000278616	9606.ENSP00000371475	0	0	0	0	0.042	0.874	0.500	0.995	0.999
ATR	ERCC1	9606.ENSP00000343741	9606.ENSP00000013807	0	0	0	0	0	0.088	0.400	0.561	0.739
ATR	MSH2	9606.ENSP00000343741	9606.ENSP00000233146	0	0	0	0	0.292	0.775	0	0.481	0.910
ATR	MSH6	9606.ENSP00000343741	9606.ENSP00000234420	0	0	0	0	0.163	0.622	0	0.489	0.824
ATR	RPA1	9606.ENSP00000343741	9606.ENSP00000254719	0	0	0	0	0.049	0.925	0.500	0.594	0.983
ATR	HUS1	9606.ENSP00000343741	9606.ENSP00000258774	0	0	0	0	0.163	0.401	0.900	0.871	0.992
ATR	BRIP1	9606.ENSP00000343741	9606.ENSP00000259008	0	0	0	0	0.104	0.071	0.500	0.524	0.775
ATR	TOPBP1	9606.ENSP00000343741	9606.ENSP00000260810	0	0	0	0	0.127	0.934	0.500	0.906	0.996
ATR	BARD1	9606.ENSP00000343741	9606.ENSP00000260947	0	0	0	0	0.088	0.091	0.500	0.416	0.725
ATR	RAD18	9606.ENSP00000343741	9606.ENSP00000264926	0	0	0	0	0.149	0.307	0	0.626	0.760
ATR	MSH3	9606.ENSP00000343741	9606.ENSP00000265081	0	0	0	0	0.294	0.400	0	0.411	0.729
ATR	NBN	9606.ENSP00000343741	9606.ENSP00000265433	0	0	0	0	0.095	0.724	0.500	0.749	0.964
ATR	FANCM	9606.ENSP00000343741	9606.ENSP00000267430	0	0	0	0	0.138	0.454	0.900	0.605	0.978
ATR	TP53	9606.ENSP00000343741	9606.ENSP00000269305	0	0	0	0	0	0.838	0.900	0.781	0.996
ATR	XPC	9606.ENSP00000343741	9606.ENSP00000285021	0	0	0	0	0.108	0.469	0	0.533	0.759
ATR	FANCD2	9606.ENSP00000343741	9606.ENSP00000287647	0	0	0	0	0.102	0.621	0.500	0.639	0.930
ATR	WRN	9606.ENSP00000343741	9606.ENSP00000298139	0	0	0	0	0.227	0.796	0.500	0.623	0.966
ATR	FEN1	9606.ENSP00000343741	9606.ENSP00000305480	0	0	0	0	0.074	0.290	0	0.604	0.717
ATR	MUS81	9606.ENSP00000343741	9606.ENSP00000307853	0	0	0	0	0.061	0.157	0	0.713	0.753
ATR	ERCC4	9606.ENSP00000343741	9606.ENSP00000310520	0	0	0	0	0.101	0.157	0.400	0.505	0.745
ATR	FANCI	9606.ENSP00000343741	9606.ENSP00000310842	0	0	0	0	0.056	0.292	0.900	0.475	0.960
ATR	RAD9A	9606.ENSP00000343741	9606.ENSP00000311360	0	0	0	0	0	0.362	0.900	0.921	0.994
ATR	RMI1	9606.ENSP00000343741	9606.ENSP00000317039	0	0	0	0	0.056	0.074	0.500	0.550	0.777
ATR	RECQL5	9606.ENSP00000343741	9606.ENSP00000317636	0	0	0	0	0.122	0.567	0	0.471	0.781
ATR	TOP3A	9606.ENSP00000343741	9606.ENSP00000321636	0	0	0	0	0.067	0.088	0.500	0.581	0.797
ATR	ATRIP	9606.ENSP00000343741	9606.ENSP00000323099	0	0	0	0	0.082	0.991	0.900	0.998	0.999
ATR	MRE11	9606.ENSP00000343741	9606.ENSP00000325863	0	0	0	0	0.131	0.830	0.500	0.626	0.968
ATR	RAD51C	9606.ENSP00000343741	9606.ENSP00000336701	0	0	0	0	0.062	0.314	0.500	0.562	0.840
ATR	REV3L	9606.ENSP00000343741	9606.ENSP00000351697	0	0	0	0	0.135	0.221	0	0.594	0.702
ATR	PAXIP1	9606.ENSP00000343741	9606.ENSP00000384048	0	0	0	0	0.062	0.103	0	0.697	0.723
ATR	SMC5	9606.ENSP00000343741	9606.ENSP00000354957	0	0	0	0	0.227	0.130	0	0.625	0.726
ATR	SPO11	9606.ENSP00000343741	9606.ENSP00000360310	0	0	0	0	0	0.110	0	0.712	0.733
ATR	XPA	9606.ENSP00000343741	9606.ENSP00000364270	0	0	0	0	0.057	0.553	0	0.448	0.747
